Type,Name,Price,Coupon,Maturity,YTM,CurrentYield,Rating,Callable
Corp,Asset 6034,105.23,2.21,28-May-2016,2.064,2.10016155088853,AA,0
Muni,Asset 6035,113.14,4,03-Nov-2019,3.172,3.53544281421248,AA,1
Muni,Asset 6036,113.25,5.2,03-Dec-2013,4.218,4.5916114790287,A,0
Corp,Asset 6037,110.13,5.53,20-Feb-2015,3.759,5.021338418233,AA,0
Muni,Asset 6038,114.72,3.93,01-Oct-2016,2.929,3.42573221757322,BBB,0
Corp,Asset 6039,108.18,2.43,21-Jun-2015,2.163,2.24625623960067,AAA,0
Muni,Asset 6040,107.64,4.58,11-Jan-2013,-2.737,4.25492382014121,AA,0
Corp,Asset 6041,102.28,5.72,03-Mar-2018,4.054,5.59249120062573,BB,0
Muni,Asset 6042,116.17,5.03,29-Jan-2015,3.465,4.32986141000258,AA,0
Muni,Asset 6043,113.11,5.1,02-Jul-2014,3.782,4.50888515604279,A,0
Muni,Asset 6044,110.2,4.05,29-Jun-2014,3.237,3.67513611615245,A,0
Muni,Asset 6045,113.04,4.1,24-Oct-2018,3.176,3.62703467799009,A,0
Muni,Asset 6046,112.88,4.99,18-Dec-2013,3.775,4.42062367115521,AAA,0
Muni,Asset 6047,120.65,5.07,19-Jan-2019,3.49,4.20223787815997,AA,1
Muni,Asset 6048,97.34,4.39,31-Jul-2022,3.592,4.50996507088556,Not Rated,1
Muni,Asset 6049,121.8,5.07,10-Jan-2032,3.545,4.16256157635468,AAA,0
Corp,Asset 6050,106.68,4.46,24-Nov-2020,3.923,4.18072740907387,BBB,1
Muni,Asset 6051,113.31,4.05,20-Sep-2018,2.997,3.57426528991263,A,0
Corp,Asset 6052,105.82,7.53,03-Aug-2012,-0.855,7.11585711585712,BB,0
Muni,Asset 6053,108.53,4.01,07-Jun-2013,-2,3.69483092232562,AA,0
Corp,Asset 6054,117.44,6.13,09-May-2018,4.454,5.21968664850136,A,0
Muni,Asset 6055,108.79,3.06,17-Sep-2020,2.476,2.81275852559978,AA,0
Muni,Asset 6056,122.4,5.04,10-Oct-2018,3.419,4.11764705882353,AAA,0
Muni,Asset 6057,111.81,4.88,11-Sep-2020,3.45,4.36454699937394,Not Rated,0
Corp,Asset 6058,109.69,4.54,09-Dec-2013,3.869,4.1389370042848,A,0
Corp,Asset 6059,98.35,4.07,05-May-2015,3.631,4.13828164717845,A,0
Muni,Asset 6060,121.3,4.97,21-Aug-2016,3.291,4.09727947238252,AAA,0
Muni,Asset 6061,109.5,3.64,29-Dec-2014,3.017,3.32420091324201,NA,1
Muni,Asset 6062,113.08,3.33,03-Nov-2019,2.709,2.94481782808631,AAA,0
Muni,Asset 6063,106.88,2.91,18-Sep-2014,2.353,2.72267964071856,Not Rated,0
Muni,Asset 6064,119.41,4,09-Nov-2018,3.071,3.34980319906206,NA,0
Muni,Asset 6065,126.27,4.95,21-Feb-2018,3.19,3.92017106200998,AAA,0
Corp,Asset 6066,115.2,5.45,22-Nov-2017,4.345,4.73090277777778,AA,0
Corp,Asset 6067,97.92,6.01,25-Jun-2019,5.102,6.13766339869281,BB,1
Muni,Asset 6068,99.43,4.92,04-Jul-2028,4.131,4.94820476717288,BBB,1
Muni,Asset 6069,125.56,5.44,02-Aug-2018,3.482,4.33258999681427,AA,0
Muni,Asset 6070,122.36,5.07,02-Mar-2017,3.315,4.14351095129127,AAA,0
Muni,Asset 6071,114.94,4.04,18-Sep-2018,2.955,3.5148773273012,A,0
Corp,Asset 6072,137.99,7.83,29-May-2023,5.322,5.67432422639322,AA,0
Muni,Asset 6073,114.32,5.51,07-Oct-2029,3.817,4.81980405878237,AA,1
Muni,Asset 6074,105,3.69,30-Sep-2017,2.986,3.51428571428571,BBB,1
Corp,Asset 6075,117.24,5.33,14-Aug-2035,3.556,4.54622995564654,AA,0
Muni,Asset 6076,111.44,4.97,28-Jul-2033,3.582,4.45979899497487,AAA,0
Corp,Asset 6077,105.56,5.17,31-Dec-2012,0.267,4.89768851837817,A,0
Muni,Asset 6078,105.61,4.07,29-Aug-2012,-4.887,3.85380172332166,AA,0
Muni,Asset 6079,112.81,4.01,03-Nov-2015,3.18,3.55464941051325,NA,0
Muni,Asset 6080,121.52,5.06,06-Jun-2017,4.15,4.16392363396972,AAA,0
Muni,Asset 6081,118.93,5.5,17-Oct-2018,3.783,4.62456907424535,A,0
Muni,Asset 6082,124.6,4.94,04-Mar-2020,3.213,3.96468699839486,NA,0
Muni,Asset 6083,120.44,5.03,27-Nov-2016,3.969,4.1763533709731,AA,0
Corp,Asset 6084,96.05,3.64,27-Feb-2016,3.106,3.78969286829776,A,0
Muni,Asset 6085,108.4,5.18,18-Sep-2019,3.692,4.77859778597786,AA,0
Muni,Asset 6086,105.99,3.79,02-Nov-2017,3.195,3.57580903858855,A,0
Corp,Asset 6087,104.9,7.41,03-Feb-2013,4.327,7.06387035271687,B,0
Muni,Asset 6088,90.57,5.08,14-Aug-2035,4.082,5.60892127636083,BBB,1
Corp,Asset 6089,105.91,3.8,01-Jul-2030,3.229,3.58795203474648,AAA,1
Muni,Asset 6090,109.85,2.92,23-May-2014,2.488,2.65817023213473,AA,0
Muni,Asset 6091,114.62,5.1,26-Jun-2018,3.938,4.44948525562729,AA,1
Corp,Asset 6092,125.79,5.76,01-Oct-2018,3.643,4.57906033865967,AAA,0
Muni,Asset 6093,99.5,3.7,25-Apr-2017,3.248,3.71859296482412,BBB,0
Muni,Asset 6094,111.65,3.05,06-Nov-2015,2.54,2.73175100761308,AA,0
Muni,Asset 6095,113.59,2.97,28-Aug-2017,2.324,2.61466678404789,AA,0
Muni,Asset 6096,108.61,4.41,25-Jul-2033,3.362,4.06039959488077,AA,1
Muni,Asset 6097,107.37,4.49,25-Jun-2041,3.757,4.18180124802086,AA,1
Corp,Asset 6098,90.52,5.8,19-Apr-2029,4.789,6.40742377375166,A,1
Muni,Asset 6099,89.02,4.07,19-Jul-2016,3.713,4.57200629072119,Not Rated,0
Corp,Asset 6100,107.55,4.1,01-Apr-2013,-0.449,3.81218038121804,AAA,0
Muni,Asset 6101,108.36,4.12,18-Feb-2018,3.123,3.80214101144334,AAA,0
Muni,Asset 6102,108.98,4.07,29-Jul-2013,1.721,3.7346302073775,NA,0
Corp,Asset 6103,103.21,0.79,07-Dec-2014,0.751,0.765429706423796,AAA,0
Corp,Asset 6104,106.03,4.12,23-Jul-2014,3.187,3.88569272847307,A,0
Muni,Asset 6105,122.36,5.35,22-Nov-2030,4.051,4.37234390323635,AA,0
Muni,Asset 6106,112.75,4.35,02-Jul-2019,3.42,3.85809312638581,NA,1
Muni,Asset 6107,107.22,4.67,29-Jul-2025,3.516,4.35553068457377,A,1
Muni,Asset 6108,111.9,2.91,15-Sep-2019,2.319,2.60053619302949,AA,0
Muni,Asset 6109,112.93,4.9,25-Sep-2018,3.475,4.33897104400956,AA,0
Muni,Asset 6110,118.38,4.5,26-Jan-2017,3.194,3.80131779016726,NA,0
Muni,Asset 6111,112.55,5.22,13-Aug-2017,3.607,4.63793869391382,AA,0
Muni,Asset 6112,109.32,5.83,21-Jul-2017,4.115,5.33296743505306,Not Rated,0
Corp,Asset 6113,107.89,6.94,17-Oct-2018,4.769,6.43247752340347,BB,1
Muni,Asset 6114,104.41,2.09,09-Oct-2018,1.873,2.00172397279954,AA,0
Corp,Asset 6115,112.34,6.13,23-Mar-2014,3.807,5.45664945700552,A,0
Corp,Asset 6116,105.58,3.23,24-Jul-2015,2.689,3.05929153248721,AA,0
Muni,Asset 6117,112.16,6.95,13-Dec-2039,5.714,6.19650499286733,BBB,1
Muni,Asset 6118,109.94,2.52,25-Jun-2016,2.196,2.29215935965072,AAA,0
Muni,Asset 6119,112.03,3.57,10-Aug-2016,2.74,3.1866464339909,AA,1
Muni,Asset 6120,104.47,4.95,14-Jun-2033,4.457,4.73820235474299,NA,1
Corp,Asset 6121,110.11,5.3,06-Jun-2013,-0.56,4.81336844973209,AAA,0
Corp,Asset 6122,105.58,6.92,03-Jul-2017,5.078,6.55427164235651,BB,1
Muni,Asset 6123,107.44,2.42,02-Dec-2018,2.232,2.2524199553239,AA,0
Corp,Asset 6124,95.68,5.03,22-Nov-2012,9.792,5.25710702341137,B,0
Corp,Asset 6125,117.56,5.08,27-Nov-2016,4.097,4.32119768628785,AAA,0
Muni,Asset 6126,112.22,3.98,02-Jun-2021,3.482,3.54660488326502,AAA,1
Muni,Asset 6127,103.81,3.95,15-Feb-2033,3.13,3.80502841730084,AA,1
Muni,Asset 6128,117.27,3.99,08-Aug-2018,2.891,3.40240470708621,AA,0
Muni,Asset 6129,73.36,4.82,09-Dec-2018,6.339,6.57033805888768,Not Rated,1
Muni,Asset 6130,105.62,4.96,27-Feb-2031,3.616,4.69608028782427,A,1
Muni,Asset 6131,119.03,5.1,07-Aug-2019,3.433,4.28463412585063,AA,1
Muni,Asset 6132,103.88,2.21,28-Mar-2015,1.945,2.1274547554871,BBB,0
Corp,Asset 6133,119.92,6.06,26-Apr-2018,4.142,5.05336891260841,A,0
Muni,Asset 6134,113.92,5,09-Mar-2023,3.46,4.38904494382022,AAA,0
Corp,Asset 6135,105.48,2.65,17-Aug-2013,1.535,2.51232461130072,AAA,0
Muni,Asset 6136,104,3.13,04-Mar-2029,2.605,3.00961538461538,AAA,1
Corp,Asset 6137,110.81,5.27,16-Jan-2016,3.847,4.75588845772042,A,0
Corp,Asset 6138,99.55,4.89,20-Oct-2015,3.982,4.91210447011552,BBB,0
Muni,Asset 6139,111.15,3.97,13-Jul-2014,3.029,3.57174988753936,A,0
Muni,Asset 6140,106.76,2.49,20-Sep-2013,1.615,2.33233420756838,AA,0
Muni,Asset 6141,123.81,5.1,29-Jun-2019,3.649,4.11921492609644,AA,0
Corp,Asset 6142,90.44,4.7,01-Oct-2019,3.979,5.1968155683326,A,0
Corp,Asset 6143,104.67,6.46,06-Feb-2015,4.344,6.17177796885449,B,0
Corp,Asset 6144,113,5.17,19-Sep-2014,3.51,4.57522123893805,A,0
Muni,Asset 6145,120.27,5.06,25-Jul-2017,3.452,4.20720046561902,AA,0
Corp,Asset 6146,107.2,4.9,16-Dec-2012,-0.754,4.57089552238806,A,0
Corp,Asset 6147,94.12,6.96,11-Aug-2028,4.812,7.39481512962176,BBB,0
Muni,Asset 6148,103.82,5.22,06-Nov-2018,4.273,5.02793296089385,Not Rated,1
Muni,Asset 6149,105,2.08,17-Jan-2013,-2.74,1.98095238095238,NA,0
Corp,Asset 6150,398.14,0.09,02-Dec-2012,0.995,0.0226051137790727,B,0
Corp,Asset 6151,103.11,1.93,19-Dec-2012,-1.32,1.87178741150228,AA,0
Muni,Asset 6152,64.32,4.96,23-Jun-2047,6.126,7.71144278606965,BB,1
Muni,Asset 6153,112.85,4.96,02-May-2028,3.787,4.39521488701817,AA,1
Muni,Asset 6154,109.87,3.92,30-Jan-2015,2.995,3.56785291708383,AA,0
Muni,Asset 6155,107.38,4.91,02-Jul-2040,3.919,4.57254609796983,A,1
Corp,Asset 6156,103.27,3.45,13-Feb-2023,2.84,3.34075723830735,AAA,1
Corp,Asset 6157,97.92,5.51,06-Jun-2017,5.598,5.62704248366013,AA,0
Muni,Asset 6158,101.06,3.43,17-Sep-2019,2.875,3.39402335246388,NA,0
Muni,Asset 6159,105.59,4.99,05-Jun-2038,4.678,4.72582630930959,AA,1
Muni,Asset 6160,119.12,5.09,28-Apr-2016,3.657,4.27300201477502,AA,0
Muni,Asset 6161,114.86,4.96,29-Oct-2014,3.65,4.31830053978757,NA,0
Muni,Asset 6162,111.14,3.95,10-Jul-2017,3.127,3.55407594025553,AA,0
Muni,Asset 6163,106.97,4.7,30-Sep-2028,3.532,4.39375525848369,AAA,1
Corp,Asset 6164,132.18,5.87,15-Nov-2032,3.992,4.44091390528068,AA,0
Muni,Asset 6165,116.59,5.02,13-Jan-2019,3.608,4.30568659404752,A,0
Muni,Asset 6166,112.2,2.99,06-Nov-2017,2.491,2.66488413547237,AA,0
Muni,Asset 6167,109.7,5.28,15-Jul-2018,3.895,4.81312670920693,A,0
Muni,Asset 6168,103.39,5.55,18-Jun-2020,4.826,5.36802398684592,Not Rated,1
Muni,Asset 6169,108.69,2.52,13-Dec-2015,2.276,2.31852056306928,AA,0
Corp,Asset 6170,101.81,11.15,13-Oct-2014,6.324,10.9517729103232,BB,1
Corp,Asset 6171,114.78,4.42,21-Sep-2019,3.173,3.85084509496428,A,0
Zero,Asset 6172,82.9,-0,28-Aug-2021,0.023,-0,AAA,0
Corp,Asset 6173,111.14,8.61,12-Jul-2019,5.382,7.74698578369624,B,1
Corp,Asset 6174,107.21,3.27,03-Dec-2014,2.999,3.05008861113702,AAA,0
Muni,Asset 6175,117.84,5.05,07-Jun-2020,4.273,4.28547182620502,AA,0
Zero,Asset 6176,91.83,0.06,05-Feb-2018,0.081,0.0653381247958184,AAA,0
Muni,Asset 6177,136.6,6.21,07-Jun-2029,4.532,4.54612005856515,AA,0
Corp,Asset 6178,93.46,7.33,03-Oct-2015,5.156,7.84292745559598,BBB,0
Muni,Asset 6179,104.38,5.1,17-Jan-2042,3.915,4.88599348534202,BBB,1
Muni,Asset 6180,115.72,5.04,14-Dec-2023,4.128,4.35534047701348,A,1
Muni,Asset 6181,115.82,5.07,20-Nov-2016,4.021,4.37748230012088,A,0
Corp,Asset 6182,104.54,5.37,16-Mar-2020,3.868,5.13678974555194,BBB,0
Muni,Asset 6183,121.52,5.03,10-Jun-2018,4.041,4.13923633969717,NA,0
Corp,Asset 6184,102.08,5.34,25-Jan-2013,3.308,5.23119122257053,BBB,0
Muni,Asset 6185,117.52,5.62,22-May-2027,4.387,4.78216473791695,NA,0
Muni,Asset 6186,108.03,4.27,02-Dec-2013,3.675,3.95260575765991,AAA,0
Muni,Asset 6187,95.58,0.03,11-Jul-2014,0.073,0.0313873195229127,Not Rated,0
Corp,Asset 6188,111.38,6.34,03-Oct-2016,4.243,5.69222481594541,BBB,0
Corp,Asset 6189,97,6.13,31-Jan-2033,4.48,6.31958762886598,A,0
Muni,Asset 6190,90.75,5.34,16-Oct-2035,4.48,5.88429752066116,NA,1
Muni,Asset 6191,112.58,3.91,07-Jul-2014,2.999,3.47308580564932,AA,0
Muni,Asset 6192,112.61,4.9,12-Jun-2014,4.112,4.35130095018204,NA,0
Corp,Asset 6193,103.91,6.71,21-Aug-2012,2.899,6.45751130786257,B,0
Muni,Asset 6194,105.43,4.91,23-Jun-2027,4.15,4.65711846722944,BBB,1
Muni,Asset 6195,106.57,5.53,28-Jun-2029,4.408,5.18907760157643,AA,1
Corp,Asset 6196,76.77,11.02,18-Mar-2018,6.543,14.3545655855152,CC,0
Muni,Asset 6197,110.82,4.02,04-Feb-2014,2.776,3.62750406063887,AAA,0
Muni,Asset 6198,110.39,5.06,15-Aug-2013,2.167,4.58374852794637,AA,0
Muni,Asset 6199,103.94,5.01,07-Jul-2024,4.003,4.82008851260342,BBB,1
Muni,Asset 6200,118.66,5.04,14-Jul-2016,3.559,4.24742963087814,AA,0
Corp,Asset 6201,106.98,7.13,06-Dec-2025,6.621,6.66479715834735,BB,0
Muni,Asset 6202,109.85,2.99,04-Nov-2019,2.531,2.72189349112426,AA,0
Treas,Asset 6203,114.63,4.55,28-Oct-2015,3.442,3.9692925063247,AAA,0
Muni,Asset 6204,111.94,4.92,17-Aug-2029,3.467,4.39521172056459,NA,1
Corp,Asset 6205,109.77,4.81,19-Nov-2013,3.639,4.3818894051198,AAA,0
Corp,Asset 6206,114.66,6.43,08-May-2016,4.692,5.60788417931275,BBB,0
Corp,Asset 6207,108.36,5.48,26-Feb-2013,0.113,5.05721668512366,AA,0
Muni,Asset 6208,111.5,4.57,10-Feb-2014,3.029,4.09865470852018,AAA,0
Muni,Asset 6209,105.02,5.23,16-Jun-2031,4.592,4.98000380879833,BBB,0
Corp,Asset 6210,106.12,3.74,23-Jan-2020,3.028,3.52431209950999,A,0
Muni,Asset 6211,106.62,2.19,27-Nov-2015,2.014,2.05402363534046,NA,0
Muni,Asset 6212,112.07,4.42,25-Jan-2014,2.986,3.94396359418221,AA,0
Corp,Asset 6213,104.06,1.57,05-Oct-2015,1.435,1.50874495483375,A,0
Muni,Asset 6214,96.06,4.47,22-Jan-2047,3.735,4.65334166146159,A,1
Muni,Asset 6215,106.9,5.35,25-Jul-2021,3.904,5.00467726847521,AA,0
Corp,Asset 6216,101.3,0.67,20-Feb-2014,0.623,0.661401776900296,AAA,1
Muni,Asset 6217,120.15,4.97,22-Jun-2016,3.772,4.13649604660841,AA,0
Muni,Asset 6218,107.9,4.72,18-Jun-2031,4.045,4.37442075996293,AA,1
Muni,Asset 6219,108.48,4.06,11-Aug-2018,3.1,3.74262536873156,AA,1
Muni,Asset 6220,118.09,5.15,16-Nov-2016,3.945,4.36108053179778,AA,0
Muni,Asset 6221,109.67,4.03,10-Oct-2015,3.124,3.67466034467037,A,0
Corp,Asset 6222,104.62,8.34,05-Aug-2015,5.049,7.97170713056777,B,1
Muni,Asset 6223,114.93,4.96,09-Aug-2014,3.345,4.31567040807448,AA,0
Corp,Asset 6224,103.94,6.56,08-Apr-2016,4.587,6.31133346161247,BB,0
Muni,Asset 6225,113.16,4.57,10-Nov-2025,3.619,4.03852951572994,AAA,0
Muni,Asset 6226,119.55,5.2,27-Sep-2015,3.48,4.34964450020912,AA,0
Muni,Asset 6227,108.01,5.43,03-Dec-2039,4.907,5.02731228589945,A,1
Corp,Asset 6228,118.35,4.71,21-Jun-2019,3.666,3.97972116603295,AA,0
Muni,Asset 6229,114.71,5.23,10-Mar-2024,3.554,4.55932351146369,A,1
Muni,Asset 6230,118.96,4.91,05-Sep-2019,3.308,4.12743779421654,AA,1
Corp,Asset 6231,398.64,0,10-Feb-2014,-1.279,0,AAA,0
Muni,Asset 6232,107.01,4.93,24-Jun-2032,4.092,4.6070460704607,A,1
Muni,Asset 6233,102.71,5.76,26-Aug-2034,4.058,5.60802258786876,Not Rated,1
Muni,Asset 6234,110.9,2.96,09-Apr-2017,2.407,2.66907123534716,AA,0
Muni,Asset 6235,111.63,3.59,04-Sep-2019,2.745,3.21598136701604,AA,0
Corp,Asset 6236,124.67,7.18,28-Nov-2017,5.357,5.75920429935028,BBB,0
Muni,Asset 6237,119.73,5.08,28-Aug-2018,3.371,4.24287981291239,AA,0
Muni,Asset 6238,108.2,4.32,08-Jan-2026,3.451,3.99260628465804,AA,1
Corp,Asset 6239,112.55,6.04,02-Oct-2016,4.072,5.36650377609951,BBB,0
Muni,Asset 6240,113.22,4.93,19-Aug-2024,3.441,4.35435435435435,A,1
Muni,Asset 6241,103.75,4.82,23-Sep-2025,3.639,4.64578313253012,A,1
Muni,Asset 6242,109.16,2.95,17-Jul-2019,2.457,2.70245511176255,AA,0
Muni,Asset 6243,121.43,5.42,18-Apr-2036,3.692,4.46347690027176,AAA,0
Muni,Asset 6244,110.71,4.95,06-Apr-2040,3.61,4.47114081835426,AA,1
Muni,Asset 6245,107.52,4.79,25-Apr-2030,3.751,4.45498511904762,A,1
Muni,Asset 6246,105.54,5.87,02-Sep-2033,4.039,5.56187227591434,NA,1
Muni,Asset 6247,101.33,4.8,29-Sep-2037,3.717,4.73699792756341,Not Rated,1
Muni,Asset 6248,118.88,4.01,21-Nov-2018,3.19,3.37314939434724,AAA,0
Corp,Asset 6249,113.61,5.6,20-Oct-2020,3.996,4.92914356130622,A,0
Muni,Asset 6250,116.64,4.96,26-Jan-2019,3.473,4.25240054869685,AAA,1
Corp,Asset 6251,116.4,5.57,27-Nov-2035,4.5,4.7852233676976,AAA,1
Treas,Asset 6252,110.68,3.12,06-Oct-2016,2.513,2.81893747741236,AAA,0
Corp,Asset 6253,116.45,4.4,06-Apr-2021,3.182,3.77844568484328,A,0
Muni,Asset 6254,104.84,4.63,13-Jun-2030,4.209,4.41625333842045,AA,1
Corp,Asset 6255,118.49,5.71,12-Nov-2017,4.226,4.81897206515318,A,0
Muni,Asset 6256,88.46,7.05,16-Nov-2037,6.426,7.96970382093602,Not Rated,1
Corp,Asset 6257,101.17,1.16,10-Jul-2014,1.103,1.14658495601463,AAA,1
Muni,Asset 6258,107.62,2.68,28-Feb-2016,2.226,2.49024344917302,AA,0
Corp,Asset 6259,106.89,4.89,14-May-2014,3.986,4.5747965197867,BBB,0
Corp,Asset 6260,133.75,7.6,29-Oct-2018,4.565,5.68224299065421,A,0
Muni,Asset 6261,112.31,4.63,15-Dec-2018,3.902,4.12251803045143,NA,0
Muni,Asset 6262,104.69,3.93,26-Mar-2023,3.127,3.75394020441303,NA,1
Muni,Asset 6263,114.21,4.08,20-Mar-2020,2.996,3.57236669293407,NA,0
Muni,Asset 6264,117.52,3.95,16-May-2016,3.133,3.36113002042206,AA,0
Muni,Asset 6265,103.72,3.95,05-Oct-2015,3.19,3.80833011955264,Not Rated,1
Corp,Asset 6266,103.53,6.66,20-Oct-2020,4.818,6.43291799478412,BB,1
Muni,Asset 6267,98.17,8.08,29-Mar-2030,5.236,8.23062035244983,Not Rated,1
Muni,Asset 6268,104.53,4.18,20-Jun-2017,3.699,3.99885200420932,BBB,0
Corp,Asset 6269,118.05,5.4,27-Oct-2024,3.85,4.57433290978399,A,0
Muni,Asset 6270,104.22,4.18,26-Nov-2019,3.807,4.01074649779313,NA,1
Muni,Asset 6271,111.98,5.23,05-Sep-2013,2.414,4.6704768708698,AAA,0
Muni,Asset 6272,109.3,6.94,01-Feb-2040,4.484,6.34949679780421,NA,1
Muni,Asset 6273,115.75,5.09,23-Apr-2016,3.692,4.39740820734341,AA,0
Muni,Asset 6274,103.66,4.41,18-Dec-2031,3.947,4.2542928805711,AA,1
Muni,Asset 6275,115.63,5.26,17-Aug-2028,3.55,4.54899247600104,NA,0
Muni,Asset 6276,117.05,5.06,08-May-2015,3.792,4.32293891499359,AA,0
Corp,Asset 6277,116.81,5.98,10-Jun-2033,4.949,5.1194247067888,BBB,0
Muni,Asset 6278,115.85,5.08,15-Aug-2017,3.465,4.38498057833405,AA,1
Corp,Asset 6279,110.85,6.89,10-Jun-2014,5.884,6.21560667568787,BB,0
Muni,Asset 6280,113.94,5.46,20-Sep-2030,3.706,4.79199578725645,AA,1
Muni,Asset 6281,107.02,4.1,29-Jun-2016,3.435,3.83105961502523,A,0
Corp,Asset 6282,145.92,9.94,14-Jun-2022,6.13,6.81195175438597,BBB,0
Muni,Asset 6283,120.04,5.01,14-Mar-2018,3.348,4.17360879706764,AAA,1
Muni,Asset 6284,110.28,3.02,05-Jun-2017,2.726,2.73848385926732,NA,0
Muni,Asset 6285,107.89,1.96,13-Dec-2014,1.772,1.8166651218834,NA,0
Corp,Asset 6286,110.96,6.64,20-Jun-2017,5.195,5.98413842826244,BBB,0
Corp,Asset 6287,123.34,6.66,09-Jun-2019,5.259,5.3997081238852,A,0
Muni,Asset 6288,108.6,5.06,02-Sep-2031,3.598,4.65930018416206,AAA,1
Muni,Asset 6289,122.43,4.92,11-Oct-2016,3.361,4.01862288654741,AA,0
Muni,Asset 6290,106.01,4.67,08-Sep-2027,3.467,4.40524478822753,NA,1
Corp,Asset 6291,112.09,6.5,12-Jan-2018,4.481,5.79891158890177,BBB,0
Corp,Asset 6292,82.78,7.77,14-Nov-2020,7.115,9.38632519932351,B,1
Muni,Asset 6293,94.58,5.08,28-Feb-2022,3.949,5.37111440050751,Not Rated,1
Corp,Asset 6294,103.61,5.59,14-Apr-2023,4.197,5.39523212045169,AA,1
Corp,Asset 6295,130.18,6.01,23-Nov-2028,4.272,4.61668459056691,AA,0
Muni,Asset 6296,110.14,5.3,13-May-2018,4.238,4.81205738151444,AA,0
Muni,Asset 6297,113.01,5.19,31-Oct-2013,3.28,4.59251393681975,AA,0
Muni,Asset 6298,115.81,5.28,23-Jul-2021,3.673,4.55919177963906,A,0
Muni,Asset 6299,102.44,4.7,09-Sep-2022,3.568,4.58805154236626,Not Rated,1
Muni,Asset 6300,106.45,4.2,07-Sep-2016,3.203,3.94551432597464,AAA,0
Muni,Asset 6301,109.84,3.56,07-Nov-2014,2.931,3.24107793153678,NA,0
Corp,Asset 6302,101.29,1.55,20-Nov-2016,1.504,1.53025965050844,AAA,1
Corp,Asset 6303,106.04,4.06,11-Jan-2025,3.311,3.82874387023765,AAA,1
Corp,Asset 6304,73.89,8,16-Dec-2025,8.534,10.8269048585736,B,0
Muni,Asset 6305,86.07,4.44,14-May-2030,4.509,5.15859184384803,Not Rated,1
Muni,Asset 6306,107.81,4.98,19-Aug-2020,3.584,4.61923754753733,AA,0
Muni,Asset 6307,104.63,3.33,11-Dec-2021,3.12,3.18264360126159,A,1
Muni,Asset 6308,110.52,4.08,21-Mar-2014,2.87,3.69163952225842,AAA,0
Muni,Asset 6309,118.08,5.08,25-Mar-2021,3.454,4.30216802168022,A,0
Corp,Asset 6310,98.06,7.45,07-Jan-2018,5.461,7.59738935345707,B,1
Corp,Asset 6311,104.88,5.07,01-Oct-2012,-1.263,4.83409610983982,AAA,0
Treas,Asset 6312,122.96,1.99,10-Jan-2026,1.561,1.61841249186727,AAA,0
Muni,Asset 6313,106.96,4.97,31-Dec-2030,4.003,4.64659685863874,NA,1
Muni,Asset 6314,106.03,3.97,19-Jun-2018,3.505,3.74422333301896,BBB,1
Corp,Asset 6315,105.88,4.49,13-Mar-2013,0.121,4.24064979221761,A,0
Corp,Asset 6316,132.88,5.46,20-Apr-2032,3.48,4.10897049969898,AAA,0
Muni,Asset 6317,105.16,4.53,09-Jun-2027,4.23,4.30772156713579,AA,1
Corp,Asset 6318,103.3,1.68,27-Mar-2013,-0.825,1.62633107454017,AAA,0
Muni,Asset 6319,105.97,3.42,07-May-2023,2.959,3.22732848919506,A,1
Muni,Asset 6320,108.52,4.83,19-Feb-2026,3.494,4.45079248064873,Not Rated,0
Muni,Asset 6321,107.51,5.05,16-Mar-2029,3.642,4.69723746628221,AA,1
Muni,Asset 6322,112.94,5.17,05-Aug-2029,3.605,4.57765185054011,A,1
Corp,Asset 6323,113.27,4.46,27-Feb-2020,3.196,3.93749448221065,AAA,0
Corp,Asset 6324,107.12,7.91,18-Jul-2036,5.099,7.38424197162061,BBB,1
Muni,Asset 6325,105.85,1.98,10-Jan-2014,1.639,1.8705715635333,AA,0
Muni,Asset 6326,104.82,2.2,13-Nov-2018,2.021,2.09883609998092,NA,0
Muni,Asset 6327,106.32,4.99,21-Dec-2034,4.224,4.6933784800602,NA,1
Corp,Asset 6328,110.36,3.14,13-Apr-2017,2.552,2.8452337803552,A,0
Muni,Asset 6329,105.91,5.33,11-Oct-2021,3.968,5.03257482768388,BBB,0
Treas,Asset 6330,102.67,1.96,25-Feb-2014,1.672,1.90902892763222,AAA,0
Muni,Asset 6331,108.8,4.93,16-Nov-2012,-2.809,4.53125,AA,0
Corp,Asset 6332,93.64,6.04,16-Aug-2027,4.434,6.45023494233234,A,1
Corp,Asset 6333,111.87,5.24,06-Jul-2015,3.922,4.68400822383123,BBB,0
Muni,Asset 6334,96.3,5.21,16-Jul-2024,4.216,5.41017653167186,B,1
Muni,Asset 6335,108.44,4.98,14-Oct-2016,3.738,4.59240132792328,AAA,0
Corp,Asset 6336,90.94,4.46,31-Jul-2014,3.761,4.90433252694084,CCC,0
Muni,Asset 6337,113.54,4,23-Feb-2025,2.945,3.5229874933944,NA,1
Muni,Asset 6338,113,3.93,15-Aug-2019,2.926,3.47787610619469,AA,1
Corp,Asset 6339,94.45,6.93,17-Apr-2018,5.187,7.33721545791424,B,1
Muni,Asset 6340,106.41,2.95,08-Nov-2018,2.591,2.77229583685744,AA,0
Muni,Asset 6341,119.25,3.94,18-Nov-2018,3.104,3.30398322851153,AA,0
Muni,Asset 6342,106.06,4.93,06-Aug-2030,3.639,4.64831227607015,NA,1
